id,author,author_type,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,district,street,underground,residential_complex,price
1144,Татьяна Гребнева,realtor,Санкт-Петербург,sale,flat,3,8,2,79.6,Центральный,Кирочная ,Чернышевская,Радищева 39,42.5
1145,HYDE Residences,real_estate_agent,Москва,sale,flat,35,68,3,121.0,Пресненский,1-й Красногвардейский проезд,Тестовская,NEVA TOWERS,82.4
1146,ГлавстройСПб,developer,Санкт-Петербург,sale,flat,3,23,2,50.14,Приморский, Ивинская,Зенит,ПАРК-КВАРТАЛ Юнтолово,8.772153
1147,Euroinvest Development,developer,Санкт-Петербург,sale,flat,2,11,2,54.67,Московский,Благодатная ,Электросила,iD Park Pobedy,17.765016
1148,Century 21 Street Realty,real_estate_agent,Москва,sale,flat,10,58,4,106.0,Хорошево-Мневники, Народного Ополчения,Народное Ополчение,Wellton Towers,57.5
1149,Point Estate Город,real_estate_agent,Москва,sale,flat,18,35,5,203.0,Щукино,Авиационная ,Щукинская,Алые Паруса,100.0
1150,Kalinka Group,real_estate_agent,Москва,sale,flat,21,44,4,134.0,Раменки,Минская ,Минская,Долина Сетунь,85.0
1151,Point Estate Город,real_estate_agent,Москва,sale,flat,7,24,3,93.0,Пресненский,Мантулинская ,Деловой центр,City Park,99.0
1152,ANT Development,developer,Москва,sale,flat,3,10,3,105.8,Дорогомилово,,Парк Победы,Виктори Парк Резиденсез ЖК,98.071613
1153,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,26,41,4,138.2,Хорошевский,Ленинградский проспект,Аэропорт,Прайм Парк,137.0
1154,Kalinka Group,real_estate_agent,Москва,sale,flat,2,6,3,154.6,Якиманка, Большая Полянка,Полянка,Cloud Nine,208.71
1155,ID 104795526,official_representative,Москва,sale,flat,2,9,1,41.4,Хамовники,Комсомольский проспект,Фрунзенская,,24.391
1156,Гранит Инвест,real_estate_agent,Санкт-Петербург,sale,flat,2,6,2,51.5,Василеостровский,11-я Васильевского острова линия,Василеостровская,,18.369
1157,Whitewill,real_estate_agent,Москва,sale,flat,2,7,3,131.0,Пресненский,2-я Черногрязская ,Улица 1905 года,RedSide,139.0
1158,ID 104795526,official_representative,Москва,sale,flat,2,9,2,33.2,Хамовники,Комсомольский проспект,Фрунзенская,,21.0528
1159,Этажи Москва,real_estate_agent,Москва,sale,flat,3,9,3,68.2,Коптево,проезд Черепановых,Лихоборы,,17.5
1160,ID 113174200,homeowner,Москва,sale,flat,8,9,1,33.0,Черемушки, Цюрупы,Новые Черёмушки,,11.4
1161,Ленстройтрест,developer,Санкт-Петербург,sale,flat,5,5,1,31.39,Колпинский,шоссе Рубежное,Рыбацкое,Юттери,6.8236
1162,Whitewill,real_estate_agent,Москва,sale,flat,9,36,3,70.6,Хорошевский,Ленинградский проспект,Аэропорт,Прайм Парк,52.0
1163,Intermark Real Estate,real_estate_agent,Москва,sale,flat,3,9,2,41.2,Уютная кв-ра в е Дорогомилово2-комн. квартира,3/9 этаж,,,19.9
1164,MR Group,developer,Москва,sale,flat,52,55,1,43.69,Марьина роща, 4-я Марьиной рощи,Марьина Роща,Mod,28.801759
1165,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,3,5,3,138.0,Петроградский,набережная Мартынова,,,150.0
1166,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,45,57,5,633.0,Хорошевский,Чапаевский переулок,Аэропорт,Триумф-Палас,218.0
1167,Ramenky Realty,real_estate_agent,Москва,sale,flat,9,15,2,97.25,Хамовники, Усачева,Спортивная,Садовые кварталы,126.49
1168,Петербургская Недвижимость,representative_developer,Санкт-Петербург,sale,flat,8,10,3,93.1,Выборгский,Светлановское,Удельная,Svetlana Park,29.74545
1169,EraOneHolding,developer,Москва,sale,flat,4,5,3,133.6,Арбат, Арбат,Смоленская,Artisan,146.3
1170,Century 21 Street Realty,real_estate_agent,Москва,sale,flat,4,17,2,44.5,Пресненский,Звенигородское шоссе,Улица 1905 года,Дизайнерский дом Eleven,40.0
1171,MR Group WW,developer,Москва,sale,flat,10,13,3,172.72,Мещанский,,Сухаревская,Клубный дом Forum,300.01
1172,Гранит Инвест,real_estate_agent,Санкт-Петербург,sale,flat,8,13,3,90.3,Петроградский,Барочная ,Чкаловская,,35.217
1173,NIKA ESTATE,real_estate_agent,Москва,sale,flat,5,7,5,189.0,Хамовники,Смоленский бульвар,Смоленская,Клубный дом на Смоленском бульваре,165.0
1174,Вторичка Групп,real_estate_agent,Санкт-Петербург,sale,flat,3,4,1,28.98,Центральный,Разъезжая ,Лиговский проспект,,4.745
1175,NIKA ESTATE,real_estate_agent,Москва,sale,flat,6,7,-1,550.9,Хамовники,Еропкинский переулок,Парк Культуры,Еропкинский 16,460.0
1176,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,4,21,2,55.7,Пресненский,2-я Черногрязская ,Улица 1905 года,RedSide,49.1
1177,Петербургская Недвижимость,representative_developer,Санкт-Петербург,sale,flat,2,5,1,32.27,Московский,Пулковский меридиан,Звездная,Парадный ансамбль,5.900085
1178,BEYOND. ex-Engel  Volkers,real_estate_agent,Санкт-Петербург,sale,flat,5,6,5,230.0,Петроградский,Спортивная ,,Крестовский de luxe,175.0
1179,ANT Development,developer,Москва,sale,flat,10,34,3,86.8,Дорогомилово,Поклонная ,Парк Победы,Поклонная 9,102.207781
1180,Главстрой,developer,Москва,sale,flat,3,20,3,103.9,Филевский парк,Береговой проезд,Народное Ополчение,Береговой-2,40.073191
1181,ЛСР Санкт-Петербург,developer,Санкт-Петербург,sale,flat,2,23,1,34.58,Красносельский,Юго-Запад,Автово,Морская миля ЖК,7.72863
1182,Verges of estate,real_estate_agent,Москва,sale,flat,2,8,3,102.0,Раменки,Минская ,Минская,Снегири Эко,98.5
1183,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,6,14,4,133.1,Хамовники, Усачева,Спортивная,Садовые кварталы,148.0
1184,Петербургская Недвижимость,real_estate_agent,Санкт-Петербург,sale,flat,13,25,1,38.44,Приморский,м. Комендантский проспект,Комендантский проспект,Чистое Небо ЖК,8.95
1185,Whitewill,real_estate_agent,Москва,sale,flat,6,23,4,148.0,Очаково-Матвеевское,Староволынская ,Минская,Волынский,99.99
1186,NF Group - ex-Knight Frank,real_estate_agent,Москва,sale,flat,3,6,5,310.9,Хамовники,1-й Зачатьевский переулок,Кропоткинская,,285.0
1187,do A.S.A.P.,real_estate_agent,Москва,sale,flat,3,13,1,37.0,Хорошево-Мневники, Нижние Мневники,Терехово ,Остров,26.0
1188,VESPER,developer,Москва,sale,flat,-1,-1,-1,2.0,Пресненский, Костикова,Улица 1905 года,Lucky,216.819225
1189,ID 52111789,unknown,Москва,sale,flat,3,18,3,67.6,Северный,бульвар Академика Ландау,Физтех,,19.2
1190,LEGENDA Development,developer,Санкт-Петербург,sale,flat,7,10,1,28.41,Приморский,Лисичанская ,Черная речка,"Лисичанская, 22",13.753281
1191,Boretskiy Realty Services,real_estate_agent,Санкт-Петербург,sale,flat,9,25,1,28.6,Красногвардейский,Полюстрово,Гражданский проспект,Цветной Город,4.8
1192,Галс-Девелопмент,developer,Москва,sale,flat,3,23,3,97.8,Басманный, Фридриха Энгельса,Бауманская,Дом 56,42.543
1193,Kalinka Group,real_estate_agent,Москва,sale,flat,6,7,4,143.0,Басманный,Покровский бульвар,Чкаловская,Резиденция на Покровском бульваре,135.0
1194,GloraX,developer,Санкт-Петербург,sale,flat,7,14,3,91.14,Красногвардейский,проспект Энергетиков,,GloraX Заневский,21.919999
1195,Петербургская Недвижимость,representative_developer,Санкт-Петербург,sale,flat,1,5,2,57.3,Московский,Пулковский меридиан,Звездная,Парадный ансамбль,11.000024
1196,Hutton Development,developer,Москва,sale,flat,-1,-1,-1,202.0,Якиманка,Софийская набережная,Новокузнецкая,Клубный дом DUO,97.704
